milly-and-chocolates-iii-2,8,8,7,5,6,1927110479,1935245201,1943365155,2085608067
revenge-and-apples,7,7,8,6,5,12776366,13472125,15259203,16842108
travel-sky-bag-lock,7,7,6,8,5,5186631,5348395,6032368,6072258
a-game-for-soft-drinks,5,5,8,6,7,3223676,3449512,3505338,3538576
chandu-and-probability,7,7,5,8,6,2908460,3604206,4119043,4456307
666_E,8,8,6,5,7,199365694,199426466,208468317,213120503
barcode,5,5,6,7,8,3220620,3785026,3926611,3986610
627_A,5,5,6,8,7,3301419,3395915,4375175,4631281
11_B,6,6,7,5,8,3088592,3267462,3336755,3887889
the-rise-of-the-weird-things-1,6,6,5,7,8,3297767,3603822,3702334,3872075
students-score-1,8,8,7,6,5,3341154,3465308,3752823,4097595
231_C,8,8,5,7,6,3462430,3672040,3675338,4353898
451_E,5,5,6,7,8,3214171,3474345,3978260,4159255
minimal-palindromes-4,6,6,8,7,5,3827409,4159197,5465445,6050070
algorithmic-substring,7,7,5,6,8,4107141,4128781,4398500,4756249
restaurant-renting-oven,7,7,5,8,6,3269610,3627204,4026724,4170927
471_B,5,5,8,7,6,3832242,4061270,4126638,4131555
440_A,8,8,6,5,7,3645413,4048194,4195935,4421331
1-8,7,7,6,8,5,429181966,446982600,449717038,473397356
strings-awesomeness,6,6,7,8,5,13196059,17000534,17467762,18828086
the-confused-monk,6,6,7,8,5,2993898,3237004,3887213,4086284
the-old-monk,5,5,7,6,8,3183421,3262302,3498976,4985574
non-decreasing-sequence-4,6,6,5,7,8,2982067,3881605,4351150,4373827
the-suffix-matches-4,7,7,5,8,6,4215519,4646591,5085188,5475117
oliver-and-the-game-3,6,6,7,8,5,7104159,7151644,7611834,8451986
saksham-and-fifa,6,6,8,7,5,3987378,4077129,5138074,6554798
241_F,5,5,7,8,6,3498309,3829781,4089576,4096762
utkarsh-in-gardens-february-easy,7,7,5,6,8,5613808,6797847,6810918,7787476
count-carry-problem-3,6,6,8,7,5,3600914,3770671,3795235,4215243
560_A,5,5,7,6,8,3601206,3792062,4317822,4933958
391_C3,8,8,5,6,7,3497811,3787062,4276375,4314092
inverse-list,6,6,8,7,5,3174073,3351540,3373131,4279501
leading-1,8,8,5,6,7,3532096,3659218,3971212,4149372
245_A,5,5,7,6,8,3529171,3737354,4434653,4531584
nice-quadrilaterals,6,6,7,8,5,3319834,3527239,3731276,4397621
the-blessing-2,8,8,6,7,5,88163693,90551691,93536128,96220704
509_B,7,7,5,8,6,3381192,3581403,3819279,3844342
booboo-and-upsolving-circuits,8,8,7,6,5,2954191,3324774,3939875,3964342
broken-amit,7,7,8,5,6,13891864,14802309,17929649,18298605
lets-play,6,6,5,7,8,7593204,8174243,8331359,11507727
352_A,6,6,8,7,5,2888607,3000158,3127265,3689328
331_A1,5,5,7,6,8,3531441,3735583,3736876,4382535
381_A,6,6,5,7,8,3600200,3641230,3943926,4324306
dsd-numbers,8,8,6,5,7,101754857,110612709,113741797,116108075
p-4,5,5,8,6,7,3410119,3588432,4571812,4915374
rauzy-fractals,6,6,8,5,7,3183177,4186338,4333951,4585220
black-marbles,8,8,6,7,5,3090960,3348044,3942398,3984560
57_C,5,5,7,6,8,2800811,3556423,3911512,3953789
weird-multiplayer-scoring,7,7,8,5,6,3449779,3530216,3942149,4423041
strategic-warehouse-placements,6,6,5,8,7,3171971,3287750,3403784,4267483
supernatural-squad-2,8,8,7,5,6,7784547,7876466,9369607,10671149
159_B,7,7,8,5,6,3043045,3357858,3701168,4249240
naruto-and-love,6,6,5,7,8,2818304,3910144,3964306,3967391
solvemefirst,8,8,7,5,6,2840096,2991175,3599669,3871084
sangtani-and-cylinder,8,8,5,6,7,2841702,2938205,3298151,4843840
john-and-hesa,5,5,7,6,8,3837822,4240948,4487703,5724157
242_B,7,7,5,8,6,3382620,3384823,3847750,4761417
special-subarray-1,8,8,5,7,6,3684572,3748792,4168826,5290129
sherlock-and-kgb,6,6,7,8,5,3131609,3443183,3620266,4060517
roy-and-wobbly-numbers,6,6,7,5,8,5069464,5608358,6216368,6517218
problem-1-39,6,6,5,8,7,2715905,3480609,3488832,4349552
652_B,5,5,8,7,6,3902038,4324655,4507068,4669917
609_F,5,5,6,7,8,3690036,3912992,4338890,4344116
a-force-brute-enough,5,5,8,6,7,3107159,3667550,3850112,4010776
color-code,7,7,8,6,5,3664204,3948629,4133732,4678937
free-drives-1,5,5,8,7,6,3533394,3643083,4111338,4456428
generating-sequence-5,7,7,6,5,8,3203975,3377343,3447937,4187118
468_A,6,6,7,8,5,3826669,3934491,4306921,4638492
461_B,6,6,5,8,7,6933595,8366945,8970347,9492679
end-game,6,6,8,5,7,3429837,4172783,4851407,59736401
the-competitive-class-3,6,6,7,8,5,3935389,4762284,5046693,5138262
392_C,5,5,6,8,7,3701265,3881906,4070181,5608332
65_B,7,7,5,6,8,3792353,3850312,3969165,3988284
navi-and-beer-1,6,6,5,7,8,98926791,104068769,105582918,105955664
518_A,8,8,7,5,6,3284221,3581929,3931706,4504264
pair-of-numbers-3,7,7,6,5,8,3426864,3837322,3926400,4204075
540_B,8,8,6,5,7,4027542,4072982,4274210,4823965
super-functions,8,8,5,7,6,193697710,198431316,198890681,207246038
605_A,5,5,8,6,7,3832833,3983535,4190478,4545527
beverage-paradigm-1,5,5,7,6,8,3086472,4001689,4232153,5203626
vowel,5,5,8,6,7,3542547,3652409,3686504,4885860
number-miss,8,8,6,5,7,4181654,4583864,5083776,5136421
2_B,5,5,6,7,8,2850883,2966169,4134422,4223162
xsquare-and-two-strings-1,6,6,7,5,8,3748559,3976641,4158098,4350727
244_A,5,5,7,6,8,2983197,3431400,4441702,4931530
327_C,6,6,5,7,8,3390866,3394955,3641118,4609550
360_D,6,6,8,5,7,3562600,3570959,3640310,3836502
play-with-string-2,6,6,5,7,8,3255529,3324364,3927849,4420734
448_D,7,7,5,6,8,3849552,4048486,4095234,4511821
prime-queries-14,5,5,6,7,8,42239955,43619319,49275672,49600180
451_D,5,5,7,6,8,3213199,3331425,3645143,4835340
432_B,5,5,8,6,7,3232024,3366641,3795399,4878714
stock-market-calculation-1,6,6,5,8,7,3553909,3559332,3818813,3891756
221_A,7,7,5,6,8,3261268,3266255,4237564,4856272
375_B,5,5,6,7,8,3505120,4100642,4417445,4438697
requiem-for-a-dream-juneclash,6,6,5,8,7,36483889,36786444,44223269,44691557
game-of-sweets-icpc-10,5,5,6,8,7,838695807,858489396,881980664,901797176
437_A,8,8,6,5,7,3620660,4322093,4413971,5216129
margana-is-an-anagram,5,5,8,7,6,3292482,3717656,3930707,3962268
57_E,5,5,8,7,6,244092311,246650503,249144639,254425837
220_E,7,7,5,6,8,3432055,3881921,4214362,4611609
220_C,7,7,5,8,6,3444270,3683579,4753945,4793530
617_E,6,6,5,7,8,3662316,3820964,4231075,4430156
638_C,6,6,7,8,5,3586858,3978528,4331290,4655883
48_E,7,7,5,6,8,3950122,3965368,4743556,5073099
1-7,6,6,7,5,8,4209543,4694328,5131130,6154393
order-was-the-dream-of-man-8,6,6,5,8,7,3271342,4113485,4122957,4176324
367_C,5,5,7,8,6,3588411,3928802,3972034,4254474
635_A,6,6,7,5,8,4159488,4261467,4263352,4564575
557_C,6,6,5,7,8,7706094,8465791,8562577,8999849
arjit-and-apex,7,7,8,5,6,6399150,6618148,7324666,7716831
tree-tearing-easy-contest,6,6,7,5,8,3861057,4060217,4862028,5139654
chotu-and-kiss-day,7,7,8,5,6,2840007,3588625,3855325,3937319
226_E,5,5,8,7,6,3378883,3700546,4415664,4428858
facebook,5,5,7,8,6,3079871,3391177,3526528,3738446
matrix-multiplication,8,8,6,7,5,3352571,3418679,3568447,3789481
483_B,6,6,5,7,8,2864363,3225333,3875581,4332930
minimise-maximum-sum,5,5,6,8,7,40060071,40168585,45947010,46117516
478_E,6,6,5,8,7,3323112678,3327482306,3333703583,3335311673
sherlock-and-numbers,7,7,5,8,6,3572527,3958817,4027690,4872407
362_E,5,5,6,8,7,3327272,3391605,3559818,3584978
the-great-indian-circus,5,5,6,8,7,3548014,3842047,3873831,4400953
237_E,7,7,5,8,6,3566191,3808459,3872884,4744089
135_C,5,5,7,8,6,2642158,3058517,3678814,3819827
156_B,7,7,5,8,6,2970059,3102712,3554726,3972862
email-validator,5,5,7,8,6,3377060,3787542,4052971,4664575
cgpa-ya-studapa,8,8,7,6,5,3054083,3351946,3645393,3886809
85_C,6,6,7,5,8,3754167,4236338,4260425,4287860
kalas-army,5,5,6,8,7,21607857,21777790,21989281,26944954
ma5termind-and-xor-minimization,8,8,5,6,7,7900754,8256007,9233772,11284996
626_C,5,5,6,8,7,3385581,3721812,4190308,4608796
301_B,5,5,6,8,7,2933631,3194111,4025056,4189808
good-words,8,8,7,6,5,123912435,126987595,130855728,131239009
kill-em-all-juneclash,7,7,5,6,8,4008768,4456010,4458020,4467490
8-3,6,6,5,7,8,18657069,21191721,21912333,22638554
107_E,5,5,7,8,6,3583911,3617094,3799760,4250260
count-carry-problem-5,6,6,7,8,5,3567998,3572266,3774136,4733335
break-the-friendship-band,8,8,6,5,7,3265642,3636326,3670172,3928461
flip-flop-3,7,7,6,5,8,3302551,3350702,4443556,5286880
small-is-cute-1,6,6,8,7,5,3241319,3472767,3627735,4691719
sunny-arpit-and-kunal,5,5,7,6,8,3760400,3766543,3808280,4140117
little-kuldeep-and-contests,5,5,8,6,7,2910306,3258035,3365883,3547262
391_B,8,8,5,6,7,3283200,3407790,4044681,4314002
660_D,7,7,8,6,5,3451801,3749501,4294122,4363183
flood-fill-algorithm,5,5,7,6,8,2881603,3335099,3407073,3751994
gaurav-and-cities,5,5,7,6,8,3817656,4016679,4278934,4736923
404_B,5,5,7,6,8,2574787,3610341,3855749,4220260
kevin-doesnt-like-his-array,6,6,8,5,7,3188601,3887415,3918605,4682284
433_D,8,8,6,7,5,3307498,4447464,4470643,4755030
organize-contest,6,6,7,5,8,3722478,3762352,3835856,4609201
balanced-strings,5,5,6,7,8,3038488,3954935,3992453,4098993
xsquare-and-maximum-sum-subarray,6,6,5,7,8,10093986,10523871,10573991,11172900
85_A,6,6,5,7,8,4022057,4031962,4229937,4276807
300_A,6,6,5,8,7,4170197,4189505,4343912,4602170
abhinav-and-ravi,6,6,8,5,7,5028028,5405086,5799406,6704892
267_B,5,5,8,6,7,2803925,3788066,3806419,4312449
366_B,6,6,7,8,5,3770317,3812445,4010226,4369205
229_B,8,8,7,5,6,12398687,14472368,14507994,15082496
maximum-resistance-4,8,8,6,7,5,3496268,3889192,4046899,4175184
630_L,7,7,6,5,8,3264186,3527416,4028576,4770322
micros-spot,8,8,5,6,7,3500004,3779330,4844697,4899011
sum-of-powers-6,8,8,5,6,7,5654752,5969790,6007202,6152945
433_A,8,8,6,5,7,3706900,4130180,4290153,4408706
my-way-to-the-end,5,5,6,7,8,4062808,4419966,5349720,5441358
counting-triangles,7,7,8,6,5,4834496,5324805,5734673,6385763
52_B,6,6,5,8,7,3272483,3614498,3665226,3997872
appu-and-set-theory,8,8,7,6,5,3930134,4453743,4496876,5343500
city-and-campers-2,7,7,5,8,6,3430582,3583299,4195876,4481401
190_C,7,7,5,8,6,2970756,3282500,3396570,3912605
242_C,5,5,7,6,8,3518313,4092297,4360392,4378414
513_D2,6,6,7,8,5,3352408,3747187,3811936,4187012
sandwichsharing-6,5,5,8,6,7,3927759,4709959,5111997,5490906
464_E,5,5,6,7,8,9560661,10126171,10706774,11111557
dummy-14,7,7,5,6,8,3507874,3883742,3958435,4766146
128_C,6,6,7,8,5,37810898,40113356,40577081,41019523
47_B,5,5,8,7,6,3153083,4044283,4227600,4813853
148_C,5,5,7,6,8,2584906,3254145,3384631,3428281
rivalry-of-code-3,6,6,5,7,8,2919385,3130930,3569036,3796134
382_B,8,8,6,5,7,3705242,3804542,3937118,3958279
279_D,5,5,6,8,7,3062620,3517345,3634484,4014384
fast-and-furious,5,5,6,8,7,3570888,4488050,4961099,5241163
steven-smiths-query,6,6,8,5,7,4033367,4059330,4187713,5266619
621_A,5,5,6,7,8,3554122,3604198,4012647,4778333
little-jhool-and-the-magical-jewels,5,5,7,6,8,3065718,3563274,3651013,3863951
p-and-his-chocolates,5,5,8,6,7,3700455,4016515,4027128,5136011
271_D,5,5,8,7,6,3069106,3751204,4072560,4518986
374_B,7,7,5,6,8,3774576,3848984,4251612,4521525
660_E,6,6,7,8,5,3363401,3743750,3974226,4232660
253_B,5,5,8,7,6,5957087,6304140,6464682,7017463
mattey-multiplication-6,8,8,6,7,5,3320562,3725570,4049094,4080170
449_C,5,5,6,7,8,3580441,3905519,3925887,4274142
kriti-and-game,6,6,8,7,5,4475784,5002688,5896505,6001042
naughty-subly-3,6,6,5,7,8,2762065,3816679,3834293,4008806
121_C,5,5,6,8,7,3920262,3984474,4129885,4769155
the-football-fest-6,6,6,7,8,5,3510727,4331966,4449691,4530212
29_B,6,6,5,8,7,3091812,3161645,4020351,4037315
22_D,7,7,8,6,5,3772829,3865362,3939453,4060080
flowers-arrangement,5,5,6,8,7,3288821,3538185,4051130,5015841
chandu-and-primes-1,5,5,6,8,7,124594464,124626672,129068549,179168824
split-reaction,7,7,8,5,6,705195978,722266845,727561410,742210790
173_E,7,7,5,6,8,3016722,3099339,4640784,5061925
243_D,5,5,7,6,8,3083224,3563932,4336071,4849484
number-of-points,7,7,5,8,6,3376450,3685525,3991037,5151010
522_B,8,8,6,5,7,3410093,3466082,3662344,4034104
subtraction-game-theory,7,7,8,6,5,3503642,3657033,3877177,4894151
little-achraf-in-who-wants-to-be-a-millionaire,5,5,6,7,8,3199482,3204494,3318377,3401762
678_C,6,6,7,5,8,3197886,4130253,4133794,4339994
fare-evaluator-2,5,5,6,7,8,3076321,3876550,3915646,4046245
gbu-f1-racers,7,7,5,8,6,3264200,3313386,3826426,4542517
245_G,8,8,7,5,6,4429411,4933148,4970458,5173568
bricks,8,8,7,5,6,3262222,3593683,3834238,3906228
342_B,6,6,7,8,5,3259858,3379411,3817248,4596756
skipping-sum-1,5,5,6,7,8,4488587,4691872,4837062,5324117
289_A,6,6,8,5,7,3418961,3608750,3656315,5185885
